epoch,train_loss,train_ce,train_acc,val_loss,val_acc,best_acc,skill,read_flow_kl,primitive_slot_kl,slot_transition_kl,primitive_transition_kl,slot_composition_kl,write_flow_kl,write_budget,update_alive,class_read_div,class_slot_prior,class_attn_entropy,slot_div,logit_norm
11,1.659842230796814,1.4964961398442587,0.4595,1.4260587005615235,0.466,0.466,0.1275073026418686,0.04506249996026357,0.025920468697945277,0.013371507684389751,0.3746583857536316,0.005552682921290398,0.04517494364579518,0.0005367713165469468,0.0,0.5721195109685262,3.0577489789326986,3.414448101043701,0.28303057940800985,2.3568136145273844
12,1.6235531244277954,1.4635562057495117,0.47191666666666665,1.4144375343322755,0.4775,0.4775,0.11954205336173375,0.04225919085741043,0.024295069163044292,0.012584589285155138,0.3509803346792857,0.005225963568935792,0.04257135300834974,0.0005367713165469468,0.0,0.5394417886734009,3.0051100330352782,3.39587464650472,0.28202956438064575,2.567963608423869
13,1.5982652724583943,1.4416023276646932,0.47108333333333335,1.3459786539077758,0.504,0.504,0.11922393073638281,0.0419726176460584,0.024335563068588573,0.012529696536560853,0.3501058538754781,0.005161196259160837,0.042494100908438366,0.0005367713165469468,0.0,0.5042335366408031,2.955996249516805,3.374370995839437,0.281912588596344,2.7480879815419517
14,1.5669324366251627,1.4139355580012003,0.48733333333333334,1.3516103372573853,0.493,0.504,0.11471479733784994,0.040812886854012805,0.023420643493533136,0.012200863525271416,0.33576748887697855,0.0050162430331110956,0.04140360442797343,0.0005367713165469468,0.0,0.46409181761741636,2.903516912460327,3.3472774035135906,0.28191249100367227,2.9583204243977863
15,1.5320124553044636,1.382659328142802,0.50275,1.2856030530929565,0.5205,0.5205,0.11084600083033244,0.03933248280485471,0.022626359169681868,0.011760500520467758,0.3246938700675964,0.004843661954005559,0.03989142119884491,0.0005367713165469468,0.0,0.42197352862358095,2.8552335033416747,3.3150915743509928,0.27951773873964947,3.1368787256876627
16,1.5058001832962036,1.3602000007629393,0.5050833333333333,1.2962114143371581,0.532,0.532,0.11164912724494934,0.03958074222008387,0.02268478409945965,0.011817085467278957,0.32714794023831684,0.004830521500358979,0.04029410214225451,0.0005367713165469468,0.0,0.3777970054944356,2.8065487804412843,3.2780395533243816,0.27824644168217977,3.311795642852783
17,1.4824077870051067,1.3395511080423992,0.5170833333333333,1.2697864236831664,0.546,0.546,0.10874242726961772,0.038532108704249064,0.022144808088739712,0.011490535162389279,0.3187104381720225,0.004829913186530272,0.03906301216284434,0.0005367713165469468,0.0,0.3456834669907888,2.769267917633057,3.2474828306833903,0.2774488553206126,3.543893690745036
18,1.468521499633789,1.328807786623637,0.5135,1.2673612699508667,0.5455,0.546,0.1078561809460322,0.03868691191077232,0.02203914427757263,0.011419002495706081,0.3147328236897787,0.004782528225332499,0.03955329505602519,0.0005367713165469468,0.0,0.30836411960919696,2.7314916216532388,3.207106979370117,0.2768238578637441,3.584771708170573
19,1.4489940039316813,1.3116219307581585,0.5254166666666666,1.2213995399475097,0.5565,0.5565,0.10632284812132517,0.0381454376578331,0.021710108319918316,0.011281305904189746,0.3103111902077993,0.004723358919223149,0.03892357570926348,0.0005367713165469468,0.0,0.2803031884034475,2.7007120113372802,3.1718514779408773,0.27727819975217183,3.7968713404337566
20,1.4425761728286743,1.3076920913060506,0.5275833333333333,1.195450322151184,0.5635,0.5635,0.10681177934010823,0.0390425268014272,0.021859569638967513,0.01135800114274025,0.31007132411003113,0.004786331206560135,0.03994358225663503,0.0005367713165469468,0.0,0.25311788940429686,2.668483996709188,3.133776960372925,0.27517640495300294,3.8852266832987468
21,1.4168915208180746,1.2841974118550619,0.53225,1.1781047277450563,0.5725,0.5725,0.10823982342084248,0.03851772298415502,0.02218740131954352,0.01150894018014272,0.3164235115845998,0.004818207686146101,0.03929509984453519,0.0005367713165469468,0.0,0.22845380306243895,2.6403193963368734,3.094177178700765,0.2773874172369639,3.9701760126749677
22,1.3935765558878581,1.2622356227238973,0.5403333333333333,1.208168948173523,0.55,0.5725,0.10565416745344798,0.03805192094047864,0.02157273328304291,0.011249223296840985,0.30798890137672424,0.004787633319695791,0.038816606243451436,0.0005367713165469468,0.0,0.2144744364420573,2.6205303637186685,3.068762196858724,0.2758738063176473,4.133533912658692
23,1.3794286562601725,1.2497965138753255,0.5466666666666666,1.2265246334075928,0.538,0.5725,0.1047444788813591,0.03743402924140295,0.021297783931096395,0.011102092583974203,0.30610868128140767,0.004642128818978866,0.03821091505885124,0.0005367713165469468,0.0,0.19699920948346455,2.597778673171997,3.033887212753296,0.2754233865737915,4.196823179244995
24,1.37263059425354,1.244207895596822,0.548,1.1754810428619384,0.565,0.5725,0.10731736548741659,0.03824202526609103,0.02185494371751944,0.011398571640253067,0.3139745710690816,0.004745711263269186,0.03886065212885539,0.0005367713165469468,0.0,0.1856080263455709,2.5793283443450927,3.00614491780599,0.2738559366861979,4.355193322499593
25,1.3588474690119425,1.231357757250468,0.548,1.1306931247711183,0.5895,0.5895,0.10582800310850143,0.03786073390642802,0.02172875390946865,0.01123822611818711,0.30904050103823344,0.004652609897156557,0.038554122944672906,0.0005367713165469468,0.0,0.17693481361865998,2.5654241644541425,2.9878895416259765,0.27694950278600056,4.372609270731608
